site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
1338,1585.0,50,91,17,19,61,False,False,True,False,True,False,7.368970402194793
576,1767.0,73,66,167,11,0,True,False,False,False,False,True,7.477604243197589
4046,5288.0,78,51,84,39,39,False,False,True,True,False,False,8.57338447106598
930,2716.0,79,88,114,27,79,False,False,True,False,True,False,7.907283609426348
1422,1570.0,29,62,147,37,0,False,False,False,False,False,True,7.359467638255621
4775,7712.0,39,88,151,66,0,True,False,False,False,False,True,8.950662495933999
2598,5086.0,41,100,68,6,0,False,False,False,False,False,True,8.534443544822764
4935,2546.0,32,46,155,60,0,False,False,False,False,False,True,7.842671474979457
3766,2098.0,60,42,178,39,0,False,False,False,False,False,True,7.649216319820633
1198,1299.0,68,50,55,30,47,False,True,False,True,False,False,7.170119543449628
4969,4645.0,42,64,117,66,410,False,False,True,False,False,False,8.443761913330354
1132,1275.0,64,74,72,39,85,False,False,True,False,True,False,7.151485463904735
2735,3859.0,10,76,70,48,136,False,False,True,False,True,False,8.258422462458876
4063,4101.0,54,36,28,59,0,False,False,False,False,False,True,8.319229938632326
1516,2107.0,31,31,111,17,137,False,False,True,False,True,False,7.653494909661253
2826,5688.0,74,58,21,38,22,False,False,True,True,False,False,8.646289764750648
3930,4051.0,78,78,1,62,0,False,False,False,False,False,True,8.306965865368573
1484,2864.0,47,69,117,34,0,False,False,False,False,False,True,7.960323629148839
2986,3811.0,30,58,69,43,0,False,False,False,False,False,True,8.245909264774093
3004,3519.0,10,43,39,48,0,False,False,False,False,False,True,8.166216268592143
4533,5292.0,84,80,62,37,446,False,False,True,False,False,False,8.574140471857987
4800,9053.0,63,59,182,33,0,False,False,False,False,False,True,9.110961927995904
4195,7172.0,75,100,177,8,0,False,False,False,False,False,True,8.878079256126435
3395,5245.0,25,48,38,24,38,False,False,True,True,False,False,8.56522116042682
3674,4410.0,27,83,134,12,0,True,False,False,False,False,True,8.39185670010494
4364,3251.0,70,35,152,10,163,False,True,False,False,False,False,8.087025470667701
4994,7200.0,23,73,51,55,67,False,True,False,False,True,False,8.881975184248867
4467,7108.0,32,52,187,31,0,True,False,False,False,False,True,8.869116865929483
1762,1635.0,56,36,89,34,0,False,False,False,False,False,True,7.400009517162692
4578,6820.0,37,33,2,26,183,False,True,False,False,False,False,8.82776136765472
1459,2686.0,19,99,102,50,63,False,True,False,False,True,False,7.8961806086154915
924,1000.0,62,43,9,64,39,False,False,True,True,False,False,6.90875477931522
4929,4759.0,26,86,17,71,0,False,False,False,False,False,True,8.468002947225466
4157,4927.0,37,87,173,56,0,False,False,False,False,False,True,8.502688505213357
1154,1000.0,26,89,10,53,92,False,True,False,False,True,False,6.90875477931522
4978,5302.0,33,34,158,39,0,False,False,False,False,False,True,8.57602797713713
2707,4480.0,54,34,17,42,0,False,False,False,False,False,True,8.407601514786142
1645,3122.0,63,81,141,50,58,False,False,True,False,True,False,8.046549357283078
2103,2109.0,78,53,173,6,0,False,False,False,False,False,True,7.654443226470112
2514,3714.0,33,71,26,59,248,False,False,True,False,False,False,8.220133957151859
4027,4304.0,25,44,162,2,222,False,False,True,False,False,False,8.367532416861831
3842,4081.0,75,78,151,31,56,False,False,True,False,True,False,8.31434234336979
3021,2929.0,29,56,109,14,0,False,False,False,False,False,True,7.982757702011113
1888,2799.0,76,100,93,55,68,False,False,True,False,True,False,7.937374696163295
1961,3395.0,81,55,130,36,33,False,False,True,True,False,False,8.130353547431238
1396,1602.0,41,32,138,21,32,False,False,True,True,False,False,7.379632152609552
1223,1000.0,84,50,54,48,0,False,False,False,False,False,True,6.90875477931522
2175,1298.0,42,62,145,18,0,False,False,False,False,False,True,7.1693500166706
3944,6206.0,90,71,59,9,0,False,False,False,False,False,True,8.733432966413652
782,1000.0,57,57,135,59,68,False,True,False,False,True,False,6.90875477931522
3777,3211.0,44,79,86,71,81,False,False,True,False,True,False,8.074649075066652
1429,2691.0,60,32,170,4,116,False,False,True,False,True,False,7.898039690764619
3756,4882.0,45,55,161,53,231,False,False,True,False,False,False,8.49351506406166
1152,1012.0,36,74,17,70,0,False,False,False,False,False,True,6.920671504248683
2314,1000.0,84,34,100,49,177,False,False,True,False,False,False,6.90875477931522
2854,4948.0,22,47,73,18,0,False,False,False,False,False,True,8.506940814951886
1694,2282.0,69,32,159,58,146,False,True,False,False,True,False,7.733245646529795
946,1000.0,18,31,182,12,0,True,False,False,False,False,True,6.90875477931522
4985,7554.0,42,71,82,60,189,False,False,True,False,False,False,8.92996487470684
3976,6708.0,86,49,5,39,272,False,True,False,False,False,False,8.811205187562887
1712,2430.0,89,78,81,59,0,True,False,False,False,False,True,7.796057974316123
693,1000.0,29,35,21,62,0,True,False,False,False,False,True,6.90875477931522
4236,6226.0,28,83,86,55,333,False,False,True,False,False,False,8.736649954872451
3517,2624.0,31,95,27,69,0,False,False,False,False,False,True,7.872836175025724
3021,4500.0,69,49,10,9,183,False,False,True,False,False,False,8.412054873292933
2254,3043.0,19,68,94,14,206,False,True,False,False,False,False,8.020927718981577
2133,3287.0,22,67,36,8,67,False,False,True,False,True,False,8.098034756176071
1882,3200.0,79,60,184,23,92,False,True,False,False,True,False,8.071218539969863
887,1000.0,32,59,156,23,0,True,False,False,False,False,True,6.90875477931522
2115,2734.0,78,90,45,7,204,False,False,True,False,False,False,7.913886714856082
3831,4636.0,84,69,180,49,0,True,False,False,False,False,True,8.441822884391462
4356,7336.0,46,97,41,40,293,False,False,True,False,False,False,8.900685318713995
1603,1000.0,33,82,62,49,0,False,False,False,False,False,True,6.90875477931522
1149,2105.0,70,65,163,11,95,False,True,False,False,True,False,7.652545692693921
4384,7846.0,64,31,33,24,406,False,False,True,False,False,False,8.967886572127473
4482,7778.0,60,67,112,66,358,False,False,True,False,False,False,8.959183074206774
2870,4565.0,55,86,87,23,261,False,False,True,False,False,False,8.42639282708974
4664,5066.0,21,50,180,69,435,False,False,True,False,False,False,8.53050420547591
1618,2121.0,78,31,80,24,0,True,False,False,False,False,True,7.660114319173928
3680,5486.0,42,49,77,72,273,False,False,True,False,False,False,8.610136937058975
1612,1000.0,85,42,106,10,32,False,True,False,True,False,False,6.90875477931522
587,1000.0,12,53,124,14,0,False,False,False,False,False,True,6.90875477931522
2553,3118.0,69,31,136,67,0,False,False,False,False,False,True,8.045267716607803
2368,3660.0,34,34,159,4,108,False,False,True,False,True,False,8.205491613120236
4385,2437.0,54,95,59,67,0,False,False,False,False,False,True,7.798933310041217
3548,6066.0,21,68,79,49,0,True,False,False,False,False,True,8.710619527942297
1512,1978.0,66,71,149,14,132,False,True,False,False,True,False,7.590346945602565
724,1000.0,46,66,151,26,12,False,False,True,True,False,False,6.90875477931522
1190,1986.0,44,91,81,9,0,False,False,False,False,False,True,7.594381242551817
4870,3822.0,32,50,52,70,225,False,False,True,False,False,False,8.248790733696413
2798,4170.0,37,53,196,30,201,False,True,False,False,False,False,8.335911094196945
1641,2819.0,78,72,64,40,0,False,False,False,False,False,True,7.944492163932159
1028,1933.0,53,86,89,20,0,False,False,False,False,False,True,7.56734567601324
1681,2760.0,41,63,159,12,87,False,False,True,False,True,False,7.923348211930154
3692,6303.0,44,31,2,51,35,False,True,False,True,False,False,8.748939631537715
3874,7219.0,41,76,150,12,0,False,False,False,False,False,True,8.884610231886873
1596,1117.0,18,37,193,58,127,False,True,False,False,True,False,7.0192966537150445
3081,3454.0,78,46,199,70,115,False,True,False,False,True,False,8.14757773620177
1618,2752.0,33,88,181,29,103,False,False,True,False,True,False,7.920446505142607
1811,3088.0,29,68,158,36,11,False,False,True,True,False,False,8.035602692918582
3428,5200.0,13,96,193,62,95,False,False,True,False,True,False,8.556606193773073
575,1000.0,37,42,41,16,33,False,False,True,True,False,False,6.90875477931522
3014,2274.0,89,57,91,66,0,False,False,False,False,False,True,7.729735331385051
2876,5010.0,25,36,67,67,0,False,False,False,False,False,True,8.519390774959724
3796,3865.0,77,96,40,24,201,False,False,True,False,False,False,8.259975659768276
3439,3956.0,26,32,160,30,142,False,True,False,False,True,False,8.283241441385425
504,1000.0,65,44,154,6,26,False,False,True,True,False,False,6.90875477931522
4404,7421.0,28,31,137,63,176,False,True,False,False,False,False,8.912203841620542
3824,3150.0,42,66,13,29,297,False,False,True,False,False,False,8.055475141757274
3882,4216.0,41,30,197,3,0,False,False,False,False,False,True,8.34687925374656
3993,6280.0,85,99,5,5,70,False,False,True,False,True,False,8.74528448245438
3196,4765.0,77,30,88,33,262,False,False,True,False,False,False,8.469262657658687
3447,4060.0,58,40,196,31,291,False,True,False,False,False,False,8.309184527686298
3776,3676.0,83,96,22,39,105,False,False,True,False,True,False,8.209852481301272
1488,1121.0,69,67,168,43,0,False,False,False,False,False,True,7.022868086082641
4743,5379.0,86,97,10,51,91,False,True,False,False,True,False,8.59044365315583
2224,4026.0,68,97,103,37,107,False,True,False,False,True,False,8.300776960851454
629,1000.0,88,90,131,64,21,False,False,True,True,False,False,6.90875477931522
4539,9646.0,69,31,111,48,317,False,False,True,False,False,False,9.174402265170553
3655,6248.0,76,60,159,72,308,False,False,True,False,False,False,8.740176729929082
3836,3489.0,40,75,5,36,121,False,True,False,False,True,False,8.157657015196472
1419,1471.0,64,98,166,46,16,False,False,True,True,False,False,7.294377299288821
2910,3158.0,47,32,94,33,0,False,False,False,False,False,True,8.058010800802085
3001,1488.0,56,87,163,6,0,False,False,False,False,False,True,7.305860032684009
2875,5902.0,19,37,47,39,264,False,True,False,False,False,False,8.683215975240689
2206,1404.0,32,52,146,50,0,False,False,False,False,False,True,7.247792581767846
1779,2090.0,74,62,131,6,116,False,False,True,False,True,False,7.645397699428633
700,1688.0,52,74,7,3,0,False,False,False,False,False,True,7.4318919168078
4231,4527.0,23,49,15,3,250,False,False,True,False,False,False,8.41803561988302
2165,2763.0,14,30,128,28,174,False,False,True,False,False,False,7.92443418488756
1911,1163.0,15,42,51,16,81,False,True,False,False,True,False,7.059617628291383
1032,1333.0,57,58,59,34,0,False,False,False,False,False,True,7.195937226475569
1435,1000.0,84,88,105,67,0,False,False,False,False,False,True,6.90875477931522
2473,4209.0,55,52,25,27,0,False,False,False,False,False,True,8.345217926676428
948,1157.0,72,59,21,29,12,False,True,False,True,False,False,7.05444965813294
3572,3595.0,51,54,137,35,210,False,False,True,False,False,False,8.18757739559151
627,1787.0,89,54,30,32,0,True,False,False,False,False,True,7.488852955733459
1440,2011.0,89,37,25,24,0,False,False,False,False,False,True,7.60688453121963
3462,3433.0,80,63,132,28,86,False,False,True,False,True,False,8.141481041457421
859,2484.0,74,78,140,37,48,False,False,True,True,False,False,7.818027938530729
1762,3476.0,85,60,11,72,137,False,False,True,False,True,False,8.153925132007862
4776,4293.0,61,73,134,46,30,False,True,False,True,False,False,8.364973978438726
1332,1323.0,60,73,22,18,0,True,False,False,False,False,True,7.188412736496954
3033,4337.0,26,61,165,9,118,False,False,True,False,True,False,8.37516869138682
2071,2446.0,35,68,132,15,20,False,False,True,True,False,False,7.802618063442671
2996,5074.0,76,81,120,22,72,False,False,True,False,True,False,8.532081803909987
3656,4588.0,79,89,183,39,0,False,False,False,False,False,True,8.431417414394833
988,2071.0,80,70,150,16,22,False,False,True,True,False,False,7.636269603379373
4351,6455.0,44,30,54,38,0,True,False,False,False,False,True,8.772765209949785
1388,2448.0,42,92,172,19,46,False,False,True,True,False,False,7.803435056952168
2856,5164.0,39,94,25,3,0,False,False,False,False,False,True,8.549660381553739
3791,6497.0,45,59,160,51,86,False,False,True,False,True,False,8.779249716229046
2669,1492.0,77,92,58,66,0,False,False,False,False,False,True,7.30854279753919
3519,2050.0,76,52,108,54,0,False,False,False,False,False,True,7.62608275807238
2174,2483.0,22,36,56,44,0,False,False,False,False,False,True,7.81762544305337
3536,4331.0,33,69,152,43,181,False,False,True,False,False,False,8.37378460812088
3801,7198.0,58,47,129,59,205,False,False,True,False,False,False,8.881697406469304
2379,4063.0,17,98,103,57,232,False,True,False,False,False,False,8.309922989258318
1418,1063.0,80,99,32,3,27,False,False,True,True,False,False,6.96979066990159
1245,1987.0,54,93,67,52,49,False,False,True,True,False,False,7.59488438721652
3371,5115.0,59,89,172,5,0,False,False,False,False,False,True,8.540128162698734
1903,3480.0,16,99,196,11,0,False,False,False,False,False,True,8.15507488781144
2040,3887.0,65,49,150,35,139,False,False,True,False,True,False,8.265650165580329
1829,1898.0,85,77,50,4,141,False,False,True,False,True,False,7.549082710812286
4036,5278.0,62,84,159,22,249,False,True,False,False,False,False,8.571491964823617
2354,2656.0,54,62,98,33,98,False,True,False,False,True,False,7.884952945759814
1865,1545.0,24,66,134,40,0,False,False,False,False,False,True,7.343426229147367
1350,1423.0,34,100,153,14,33,False,False,True,True,False,False,7.261225091971921
4500,5658.0,44,94,104,16,13,False,False,True,True,False,False,8.641002477142523
3557,1191.0,71,71,21,62,274,False,False,True,False,False,False,7.083387847625295
2255,3687.0,70,100,133,53,0,False,False,False,False,False,True,8.212839584676484
3459,5999.0,28,93,12,17,247,False,True,False,False,False,False,8.699514748210191
2568,1380.0,35,64,136,63,0,False,False,False,False,False,True,7.2305631534092925
3583,6769.0,37,71,79,66,343,False,True,False,False,False,False,8.820256365906321
2896,3761.0,32,54,63,24,145,False,False,True,False,True,False,8.232706009860976
3417,2650.0,48,43,188,62,0,False,False,False,False,False,True,7.8826922062890254
1226,1850.0,29,41,121,60,0,False,False,False,False,False,True,7.523481312573497
2744,1747.0,35,35,26,26,0,False,False,False,False,False,True,7.466227556215481
4270,4101.0,11,95,39,9,418,False,False,True,False,False,False,8.319229938632326
2947,4987.0,28,98,130,20,89,False,False,True,False,True,False,8.514790306799927
572,1803.0,57,89,198,23,0,False,False,False,False,False,True,7.497761700622568
4139,3929.0,28,86,45,11,0,False,False,False,False,False,True,8.276394704863307
3004,2371.0,19,56,1,4,0,False,False,False,False,False,True,7.771488760117616
1716,1000.0,31,97,142,37,0,False,False,False,False,False,True,6.90875477931522
2077,2318.0,65,32,184,19,0,True,False,False,False,False,True,7.7488913372555315
4322,3737.0,86,80,63,3,0,False,False,False,False,False,True,8.226305988015508
2420,2559.0,51,42,6,39,237,False,False,True,False,False,False,7.847762537473608
3531,5219.0,77,96,29,69,131,False,True,False,False,True,False,8.560252680876685
3546,4518.0,12,61,191,40,221,False,True,False,False,False,False,8.41604600941128
2402,2172.0,68,49,85,3,82,False,False,True,False,True,False,7.683863980256429
2630,1439.0,85,80,197,24,243,False,False,True,False,False,False,7.272398392570047
2027,2033.0,55,40,34,17,38,False,False,True,True,False,False,7.617759576608505
4928,6511.0,32,43,126,18,0,False,False,False,False,False,True,8.781401907682376
3056,2424.0,35,66,46,3,0,False,False,False,False,False,True,7.793586803371584
2177,2264.0,24,84,80,61,0,True,False,False,False,False,True,7.725330037917135
1632,3748.0,81,42,186,71,0,True,False,False,False,False,True,8.229244416735913
4153,6362.0,15,56,42,24,132,False,False,True,False,True,False,8.758255243232792
4527,3239.0,72,43,81,53,0,False,False,False,False,False,True,8.083328608786376
4020,6953.0,59,63,35,19,0,True,False,False,False,False,True,8.847072312567807
707,1000.0,20,69,18,30,0,False,False,False,False,False,True,6.90875477931522
646,1181.0,64,90,104,46,0,False,False,False,False,False,True,7.074963197966044
3674,1820.0,51,83,72,4,182,False,False,True,False,False,False,7.507141079727608
3185,5867.0,33,73,56,23,100,False,False,True,False,True,False,8.677269139262872
1060,1261.0,13,91,1,18,103,False,True,False,False,True,False,7.140453043101158
1474,2407.0,16,83,200,64,33,False,True,False,True,False,False,7.786551806428712
1134,1000.0,23,71,13,70,16,False,False,True,True,False,False,6.90875477931522
4645,3213.0,82,32,157,66,163,False,True,False,False,False,False,8.075271546297458
3949,4257.0,89,64,160,19,0,False,False,False,False,False,True,8.356554845453426
3617,5233.0,39,48,1,55,126,False,False,True,False,True,False,8.562931083090092
3179,4577.0,14,34,78,44,0,False,False,False,False,False,True,8.429017500512511
3363,3902.0,81,92,122,37,0,False,False,False,False,False,True,8.269500767180615
4330,6445.0,15,61,194,11,49,False,True,False,True,False,False,8.771215062375383
2045,1000.0,75,74,161,69,31,False,False,True,True,False,False,6.90875477931522
619,1138.0,83,73,139,6,35,False,False,True,True,False,False,7.037905963447182
3306,3542.0,28,87,171,23,47,False,True,False,True,False,False,8.172729104865471
1452,1000.0,79,66,84,18,47,False,False,True,True,False,False,6.90875477931522
3675,5247.0,81,43,73,42,83,False,False,True,False,True,False,8.565602330623925
1292,2573.0,65,82,112,7,101,False,False,True,False,True,False,7.853216388156072
2101,2797.0,58,92,126,23,151,False,True,False,False,False,False,7.936660155225426
2699,1418.0,69,87,96,8,0,False,False,False,False,False,True,7.257707677160043
3697,2450.0,78,65,88,27,286,False,True,False,False,False,False,7.804251383528112
3971,6325.0,51,59,141,6,59,False,True,False,False,True,False,8.752423403865594
3331,5679.0,87,30,192,36,0,False,False,False,False,False,True,8.644706511715198
2703,2251.0,42,73,80,31,65,False,False,True,False,True,False,7.719573989259581
1574,1232.0,26,81,23,34,0,False,False,False,False,False,True,7.117205503164344
3780,6071.0,81,39,149,36,310,False,False,True,False,False,False,8.711443319075466
2873,2156.0,53,82,107,28,135,False,False,True,False,True,False,7.676473646389156
858,1000.0,26,92,24,29,52,False,True,False,False,True,False,6.90875477931522
3464,6069.0,34,38,109,18,0,False,False,False,False,False,True,8.711113884053544
3926,1992.0,46,42,37,36,337,False,True,False,False,False,False,7.597396320212795
1898,2206.0,47,97,66,2,71,False,False,True,False,True,False,7.699389406256737
4310,7278.0,31,60,19,28,0,False,False,False,False,False,True,8.892748769118258
2723,4634.0,80,33,109,60,263,False,False,True,False,False,False,8.441391477999955
1515,2374.0,13,88,132,22,49,False,False,True,True,False,False,7.772752716468742
3804,5156.0,58,93,42,34,71,False,False,True,False,True,False,8.548110294050959
1963,3614.0,71,54,152,66,98,False,False,True,False,True,False,8.192847134592865
1514,1790.0,49,56,33,5,113,False,False,True,False,True,False,7.490529402060711
4254,3533.0,55,34,104,26,117,False,True,False,False,True,False,8.170185652879642
3261,5995.0,54,47,93,39,176,False,False,True,False,False,False,8.698847859222488
1125,1000.0,71,97,140,2,30,False,False,True,True,False,False,6.90875477931522
3683,5613.0,12,39,31,5,0,False,False,False,False,False,True,8.633018756921828
753,1349.0,76,67,23,14,0,False,False,False,False,False,True,7.2078598714324755
1870,2280.0,85,34,40,62,91,False,False,True,False,True,False,7.732369222284388
3859,2927.0,73,71,5,30,0,False,False,False,False,False,True,7.982074875081202
1592,2728.0,47,54,156,64,10,False,True,False,True,False,False,7.911690520708339
1279,2141.0,85,54,81,6,0,False,False,False,False,False,True,7.669495251007694
2366,3700.0,10,62,96,30,71,False,True,False,False,True,False,8.216358332386156
1721,4426.0,58,61,12,29,114,False,False,True,False,True,False,8.395477432732141
874,2040.0,31,86,8,13,65,False,False,True,False,True,False,7.621195162809845
832,1731.0,21,69,139,37,28,False,True,False,True,False,False,7.4570320891223805
2269,3036.0,16,77,19,34,0,False,False,False,False,False,True,8.01862546504575
4924,4776.0,84,57,144,60,204,False,False,True,False,False,False,8.471568013389962
4633,6523.0,87,84,198,50,0,False,False,False,False,False,True,8.783242963740905
2189,3967.0,27,43,73,22,97,False,False,True,False,True,False,8.286017468404763
3490,3382.0,39,49,130,29,0,False,False,False,False,False,True,8.12651816878071
2025,3032.0,58,99,50,57,0,False,False,False,False,False,True,8.017307507688582
2635,5376.0,49,34,190,37,251,False,False,True,False,False,False,8.589885876809678
3162,4557.0,54,79,34,17,224,False,False,True,False,False,False,8.42463920980563
4770,8186.0,30,39,2,68,449,False,True,False,False,False,False,9.010302809376448
2215,4430.0,41,75,139,51,59,False,False,True,False,True,False,8.39638057119949
3224,4827.0,90,44,175,72,93,False,False,True,False,True,False,8.482187582217422
4725,8156.0,16,66,107,60,0,False,False,False,False,False,True,9.00663173330058
2719,1000.0,18,57,179,3,0,True,False,False,False,False,True,6.90875477931522
2359,2996.0,10,61,121,35,214,False,False,True,False,False,False,8.005367067316664
4390,1590.0,87,30,78,35,0,False,False,False,False,False,True,7.372118028337787
686,1000.0,72,68,38,29,0,False,False,False,False,False,True,6.90875477931522
1298,1569.0,57,78,35,48,74,False,True,False,False,True,False,7.358830898342354
2961,2121.0,72,45,131,69,130,False,False,True,False,True,False,7.660114319173928
3781,1000.0,20,40,77,32,0,False,False,False,False,False,True,6.90875477931522
4980,4175.0,13,90,47,17,0,False,False,False,False,False,True,8.337109129562474
4026,8261.0,11,43,150,65,0,False,False,False,False,False,True,9.01942196795671
4018,2940.0,17,58,186,22,0,False,False,False,False,False,True,7.9865049385539955
4840,7303.0,72,38,139,66,404,False,False,True,False,False,False,8.896177422274805
3767,2320.0,81,66,96,56,0,False,False,False,False,False,True,7.749753406274437
1343,1036.0,30,55,60,43,118,False,False,True,False,True,False,6.944087208229528
2879,1891.0,41,34,74,45,282,False,True,False,False,False,False,7.545389749611823
1403,2524.0,49,31,168,34,69,False,False,True,False,True,False,7.83399634170946
693,1000.0,37,49,171,7,39,False,False,True,True,False,False,6.90875477931522
3975,8129.0,23,32,188,19,206,False,False,True,False,False,False,9.003316202541857
2532,4097.0,46,33,106,33,0,True,False,False,False,False,True,8.318254328798846
971,1000.0,74,37,30,34,84,False,True,False,False,True,False,6.90875477931522
2911,1744.0,90,62,137,62,115,False,False,True,False,True,False,7.464509834636527
2294,4723.0,62,47,134,31,86,False,False,True,False,True,False,8.460411177317253
4669,3255.0,78,60,53,54,195,False,False,True,False,False,False,8.08825472712243
4406,4172.0,23,76,65,42,321,False,True,False,False,False,False,8.336390480591552
3295,3505.0,63,45,17,66,0,True,False,False,False,False,True,8.16223106548118
1382,1000.0,48,69,157,72,0,False,False,False,False,False,True,6.90875477931522
4871,7258.0,74,46,23,27,0,False,False,False,False,False,True,8.889997357284841
4237,6916.0,56,62,60,60,334,False,False,True,False,False,False,8.841737428600585
1037,1469.0,79,92,164,34,0,False,False,False,False,False,True,7.293017679772782
4879,6550.0,40,57,192,40,308,False,True,False,False,False,False,8.787372988731876
4488,2616.0,23,41,64,2,369,False,False,True,False,False,False,7.869783902530146
1212,2810.0,25,67,126,21,0,True,False,False,False,False,True,7.941295570906532
3864,6301.0,73,91,119,36,351,False,False,True,False,False,False,8.74862232231722
4406,2338.0,75,33,175,19,304,False,False,True,False,False,False,7.757478766584179
3978,4045.0,29,50,159,8,0,False,False,False,False,False,True,8.305484017727691
823,1040.0,31,86,46,29,52,False,False,True,False,True,False,6.947937068614969
2621,3796.0,56,97,101,2,0,True,False,False,False,False,True,8.241966560231802
3697,6839.0,83,60,170,18,239,False,False,True,False,False,False,8.830543010616596
3154,2603.0,60,82,59,24,94,False,False,True,False,True,False,7.86480400332846
1371,2268.0,59,35,87,53,55,False,True,False,False,True,False,7.727094484779841
2419,4112.0,57,86,16,1,239,False,False,True,False,False,False,8.321907968230423
875,1000.0,30,48,156,37,57,False,False,True,False,True,False,6.90875477931522
2987,2742.0,63,75,73,49,33,False,False,True,True,False,False,7.916807490937603
2274,2431.0,84,32,103,47,0,False,False,False,False,False,True,7.796469243086058
4954,5943.0,79,93,181,24,437,False,False,True,False,False,False,8.690137586397595
1228,1000.0,42,30,70,45,119,False,False,True,False,True,False,6.90875477931522
779,1000.0,19,67,99,54,36,False,False,True,True,False,False,6.90875477931522
2436,5466.0,14,89,168,1,199,False,False,True,False,False,False,8.606485298894999
1886,2512.0,39,73,95,16,0,False,False,False,False,False,True,7.829232537543592
1156,2373.0,79,83,126,50,10,False,False,True,True,False,False,7.772331575169614
1963,3331.0,82,31,28,71,173,False,False,True,False,False,False,8.111328003286733
736,1498.0,48,60,184,29,21,False,False,True,True,False,False,7.312553498102598
3859,6231.0,62,77,122,3,0,False,False,False,False,False,True,8.737452587550584
2375,3197.0,33,99,141,28,130,False,False,True,False,True,False,8.0702808933939
1103,2471.0,42,94,140,34,74,False,False,True,False,True,False,7.812782818577581
4218,6545.0,18,70,134,63,0,False,False,False,False,False,True,8.786609455061125
3344,3788.0,39,51,121,25,0,False,False,False,False,False,True,8.239857411018601
3182,4798.0,46,41,159,61,209,False,False,True,False,False,False,8.476162841858246
3703,7036.0,81,47,61,45,294,False,True,False,False,False,False,8.85893722196655
1822,2360.0,61,52,63,9,37,False,False,True,True,False,False,7.766840537085513
1268,3012.0,25,69,73,29,0,False,False,False,False,False,True,8.0106915391303
3644,3058.0,23,44,27,10,259,False,False,True,False,False,False,8.025843344150903
2282,1359.0,72,38,2,44,0,False,False,False,False,False,True,7.215239978730097
1165,1570.0,68,65,32,42,0,False,False,False,False,False,True,7.359467638255621
4974,5991.0,37,35,148,23,77,False,False,True,False,True,False,8.698180525197055
4061,6612.0,18,39,128,11,0,True,False,False,False,False,True,8.796792687674662
1384,1986.0,86,56,41,62,45,False,False,True,True,False,False,7.594381242551817
4044,3645.0,39,99,40,14,0,False,False,False,False,False,True,8.201385955238608
4921,3789.0,21,57,186,6,82,False,False,True,False,True,False,8.240121298076472
4265,6878.0,12,66,28,65,297,False,False,True,False,False,False,8.836228571526014
4993,4231.0,52,70,3,46,0,False,False,False,False,False,True,8.350429973538136
4447,7844.0,76,53,110,36,0,False,False,False,False,False,True,8.967631665167133
3926,3303.0,59,40,145,30,0,False,False,False,False,False,True,8.102889134640868
4725,2797.0,88,68,38,68,158,False,True,False,False,False,False,7.936660155225426
3097,3253.0,90,74,50,9,0,True,False,False,False,False,True,8.087640287778983
4516,2092.0,45,31,58,36,0,False,False,False,False,False,True,7.646353722445999
3640,1724.0,79,94,47,68,0,True,False,False,False,False,True,7.45298232946546
4087,6300.0,14,49,168,26,265,False,False,True,False,False,False,8.748463629942055
3067,5068.0,25,71,1,1,0,False,False,False,False,False,True,8.53089883847235
1490,1000.0,50,37,49,53,0,False,False,False,False,False,True,6.90875477931522
1281,1975.0,64,87,75,21,0,False,False,False,False,False,True,7.588829878307813
3863,6178.0,79,39,31,58,73,False,False,True,False,True,False,8.72891172506098
4577,3561.0,44,82,140,43,125,False,False,True,False,True,False,8.178077463849608
1908,2276.0,31,64,106,68,157,False,False,True,False,False,False,7.7306140660637395
3869,6661.0,71,98,99,50,350,False,False,True,False,False,False,8.804175018753625
4220,1842.0,32,72,166,71,316,False,True,False,False,False,False,7.519149957669823
3658,5986.0,85,35,153,33,137,False,False,True,False,True,False,8.697345730925353
1064,2614.0,51,80,153,51,10,False,False,True,True,False,False,7.869019376499023
1441,1275.0,20,76,39,66,0,True,False,False,False,False,True,7.151485463904735
970,1755.0,10,59,23,26,44,False,True,False,True,False,False,7.470793774195062
3660,5985.0,83,46,36,48,0,False,False,False,False,False,True,8.697178688412643
3897,6928.0,46,36,47,51,351,False,True,False,False,False,False,8.843470781627381
3287,6838.0,35,49,131,7,228,False,False,True,False,False,False,8.830396801098097
3447,4841.0,46,49,102,6,101,False,False,True,False,True,False,8.485083137498004
4805,10157.0,75,70,149,53,316,False,False,True,False,False,False,9.22601685136119
2060,1716.0,11,77,141,50,83,False,False,True,False,True,False,7.448333860897476
732,1897.0,90,30,26,61,65,False,True,False,False,True,False,7.5485559791698735
752,1556.0,27,43,95,27,0,False,False,False,False,False,True,7.350516171833998
2341,2102.0,65,56,112,46,167,False,True,False,False,False,False,7.6511201757027
2347,3757.0,23,61,141,20,0,False,False,False,False,False,True,8.231642179973411
2528,3737.0,13,43,54,48,0,False,False,False,False,False,True,8.226305988015508
518,1000.0,50,38,112,45,0,False,False,False,False,False,True,6.90875477931522
3966,4816.0,61,67,15,52,0,False,False,False,False,False,True,8.479906606630221
2480,1758.0,77,50,118,71,244,False,False,True,False,False,False,7.472500744737558
2475,4327.0,72,66,120,15,240,False,False,True,False,False,False,8.372860820526318
