site_area,water_consumption,recycling_rate,utilisation_rate,air_quality_index,issue_resolution_time,resident_count,electricity_cost,structure_type_Industrial,structure_type_Mixed-use,structure_type_Residential,resident_group_low,resident_group_medium,resident_group_none,water_consumption_log
890,1000.0,43,66,46,51,0,1260.0,False,False,False,False,False,True,6.90875477931522
4353,4735.0,64,97,187,35,348,3390.0,False,True,False,False,False,False,8.462948176563842
4930,3526.0,88,45,14,10,34,3181.0,False,True,False,True,False,False,8.168202930236053
1128,2253.0,85,49,4,36,66,1412.0,False,False,True,False,True,False,7.720461694599722
4732,3245.0,25,96,68,53,157,3943.0,False,False,True,False,False,False,8.085178748074537
3430,2226.0,89,100,1,54,0,3725.0,False,False,False,False,False,True,7.708410667257367
2021,2529.0,48,61,113,16,15,1936.0,False,False,True,True,False,False,7.835974581721566
1326,2772.0,15,98,37,50,27,2015.0,False,False,True,True,False,False,7.927685045615778
2000,1900.0,81,59,93,26,186,1728.0,False,True,False,False,False,False,7.550135342488429
3794,3672.0,61,49,181,31,368,4950.0,False,False,True,False,False,False,8.208764045819667
2919,5574.0,34,87,38,61,0,4228.0,True,False,False,False,False,True,8.62604759632832
1434,1680.0,65,58,19,42,42,1237.0,False,True,False,True,False,False,7.427144133408616
3542,3130.0,28,53,147,1,124,2530.0,False,True,False,False,True,False,8.049107721326406
4997,7717.0,85,30,28,42,448,5675.0,False,False,True,False,False,False,8.951310542097564
1966,3238.0,82,56,162,49,156,2815.0,False,False,True,False,False,False,8.08301991917133
4061,2130.0,36,50,159,19,0,3230.0,False,False,False,False,False,True,7.664346632098617
1114,1420.0,14,46,16,57,75,1471.0,False,False,True,False,True,False,7.259116128097101
1682,1960.0,35,61,115,8,56,1641.0,False,False,True,False,True,False,7.581209826196346
3723,2434.0,39,73,50,62,186,3881.0,False,False,True,False,False,False,7.79770203551669
3167,6416.0,87,51,135,9,39,2426.0,False,False,True,True,False,False,8.766705997750515
630,1340.0,44,71,148,7,48,1687.0,False,False,True,True,False,False,7.201170883281678
3483,5625.0,84,91,150,40,220,3263.0,False,True,False,False,False,False,8.635153989049803
4778,6343.0,62,77,114,61,324,5164.0,False,False,True,False,False,False,8.755264763314685
4959,5849.0,77,37,178,23,255,4222.0,False,False,True,False,False,False,8.674196940225903
538,1000.0,42,31,90,41,0,664.0,False,False,False,False,False,True,6.90875477931522
4459,4034.0,79,34,5,72,0,4437.0,True,False,False,False,False,True,8.302761580704049
4087,2365.0,37,57,179,23,296,4481.0,False,False,True,False,False,False,7.768956044538332
1420,1187.0,83,33,135,11,30,1248.0,False,False,True,True,False,False,7.080026499922591
3269,2926.0,45,82,98,1,0,2747.0,False,False,False,False,False,True,7.9817332866918855
4611,8395.0,58,30,68,49,0,4769.0,True,False,False,False,False,True,9.035510680940524
992,1880.0,62,35,32,44,26,578.0,False,True,False,True,False,False,7.53955882930103
1631,1553.0,78,84,189,69,0,1790.0,False,False,False,False,False,True,7.348587530927593
4021,4622.0,11,81,192,14,238,4554.0,False,False,True,False,False,False,8.438799123988225
810,1000.0,89,53,190,7,0,930.0,False,False,False,False,False,True,6.90875477931522
1238,1687.0,80,91,159,60,49,2028.0,False,False,True,True,False,False,7.431299675155903
3741,2651.0,73,85,54,24,0,3622.0,False,False,False,False,False,True,7.883069351305753
1045,2064.0,30,53,32,4,56,989.0,False,True,False,False,True,False,7.632885505395133
2961,4445.0,44,49,165,27,0,3460.0,True,False,False,False,False,True,8.399760094524142
4846,9094.0,55,63,1,62,285,4892.0,False,False,True,False,False,False,9.115480090952223
2304,3408.0,57,44,137,7,25,1922.0,False,False,True,True,False,False,8.134174272137903
3712,3337.0,31,80,65,54,0,3598.0,False,False,False,False,False,True,8.11312710422178
4310,3510.0,15,33,14,65,323,2682.0,False,True,False,False,False,False,8.163656176168432
1313,1000.0,42,82,115,67,58,1544.0,False,True,False,False,True,False,6.90875477931522
4624,5423.0,48,43,60,20,435,5030.0,False,False,True,False,False,False,8.598588829620232
2532,5318.0,52,94,158,58,149,3530.0,False,False,True,False,True,False,8.579040594742317
4913,7993.0,34,62,165,48,0,4513.0,False,False,False,False,False,True,8.986446539271268
744,1031.0,27,79,156,26,50,1340.0,False,False,True,True,False,False,6.939253946041508
771,1163.0,50,92,120,34,67,1360.0,False,True,False,False,True,False,7.059617628291383
4011,7027.0,44,79,170,32,0,3948.0,False,False,False,False,False,True,8.857657449306988
2271,1888.0,33,65,121,40,69,1909.0,False,True,False,False,True,False,7.543802867501509
1762,1477.0,64,100,22,5,0,2407.0,False,False,False,False,False,True,7.298445101508147
2924,2153.0,49,79,24,10,289,2217.0,False,True,False,False,False,False,7.675081857716334
4861,8724.0,38,70,155,46,278,5012.0,False,False,True,False,False,False,9.073947747070628
1420,2598.0,19,99,98,32,43,2053.0,False,True,False,True,False,False,7.8628820346414905
3930,3696.0,88,56,93,61,239,4074.0,False,False,True,False,False,False,8.215276958936633
4935,5377.0,19,59,199,42,0,4340.0,False,False,False,False,False,True,8.59007183682881
4984,8542.0,73,61,111,26,94,4227.0,False,False,True,False,True,False,9.052867513151618
3124,5955.0,38,51,82,23,0,3225.0,False,False,False,False,False,True,8.6921543938039
4260,6989.0,27,98,128,9,332,5342.0,False,False,True,False,False,False,8.852235835227855
2550,4013.0,11,50,108,69,250,3467.0,False,False,True,False,False,False,8.297543529356284
4000,3810.0,34,85,107,55,0,4760.0,True,False,False,False,False,True,8.24564690087386
1665,2009.0,60,60,19,8,23,1399.0,False,False,True,True,False,False,7.605890001053122
875,1000.0,31,88,28,56,50,1186.0,False,True,False,True,False,False,6.90875477931522
2533,3886.0,18,99,135,55,0,3848.0,True,False,False,False,False,True,8.265392930852224
645,1000.0,83,72,61,43,51,1384.0,False,False,True,False,True,False,6.90875477931522
4888,9231.0,13,83,141,56,0,4830.0,False,False,False,False,False,True,9.13043098874788
931,1000.0,30,47,165,36,66,1418.0,False,False,True,False,True,False,6.90875477931522
1204,1793.0,39,84,130,18,39,2061.0,False,False,True,True,False,False,7.492203042618741
3132,2252.0,42,58,2,31,0,3231.0,False,False,False,False,False,True,7.720017940432244
4994,6551.0,52,90,54,8,0,5443.0,True,False,False,False,False,True,8.787525625532906
1463,2367.0,11,80,148,19,54,2079.0,False,False,True,False,True,False,7.769800996003896
2734,2053.0,40,41,162,22,0,2522.0,False,False,False,False,False,True,7.627544390488503
2541,5365.0,13,90,43,66,0,3222.0,False,False,False,False,False,True,8.58783803098557
2328,3085.0,56,100,171,11,83,2716.0,False,True,False,False,True,False,8.034631032923107
2608,3333.0,54,45,112,67,10,2544.0,False,False,True,True,False,False,8.111928063310739
4568,8780.0,74,41,170,33,0,4268.0,False,False,False,False,False,True,9.080345575359996
1438,2676.0,75,91,168,53,0,2173.0,False,False,False,False,False,True,7.892452043520352
1306,1970.0,15,97,154,45,0,2062.0,False,False,False,False,False,True,7.58629630715272
1963,4147.0,16,89,91,67,0,3774.0,True,False,False,False,False,True,8.330381569349418
3915,2659.0,60,57,155,39,112,2602.0,False,True,False,False,True,False,7.886081401775745
510,1000.0,77,93,4,37,37,1584.0,False,False,True,True,False,False,6.90875477931522
2368,3287.0,27,79,170,50,0,2717.0,False,False,False,False,False,True,8.098034756176071
1384,1816.0,50,55,190,28,127,1801.0,False,False,True,False,True,False,7.504942068396171
4064,5250.0,78,69,38,14,246,4527.0,False,False,True,False,False,False,8.566173813637858
1889,2458.0,34,84,9,52,0,2011.0,False,False,False,False,False,True,7.807510042216193
3901,4594.0,65,60,62,30,220,3476.0,False,False,True,False,False,False,8.432724034789787
4821,8658.0,10,100,8,30,0,5002.0,False,False,False,False,False,True,9.066354521447801
1324,1618.0,64,34,83,27,0,1621.0,True,False,False,False,False,True,7.389563953677635
2765,5228.0,12,42,110,66,103,2840.0,False,False,True,False,True,False,8.56197533418813
1436,2803.0,63,47,28,39,0,2022.0,True,False,False,False,False,True,7.938802248154481
3300,2718.0,90,79,155,42,0,3428.0,False,False,False,False,False,True,7.908019444632471
3053,2727.0,41,65,138,28,0,2948.0,False,False,False,False,False,True,7.911324018963353
4345,5051.0,11,81,98,63,93,3579.0,False,True,False,False,True,False,8.527539483470381
2296,4662.0,74,62,14,55,189,3175.0,False,False,True,False,False,False,8.44741429680832
553,1000.0,17,93,151,18,0,1771.0,False,False,False,False,False,True,6.90875477931522
1226,1000.0,67,100,34,34,0,2179.0,False,False,False,False,False,True,6.90875477931522
3236,5949.0,62,98,60,57,29,3101.0,False,False,True,True,False,False,8.691146498539675
3670,5791.0,53,59,19,45,0,4296.0,True,False,False,False,False,True,8.664232934065552
2413,2009.0,82,97,57,38,32,2383.0,False,True,False,True,False,False,7.605890001053122
2096,1458.0,37,51,190,23,104,2339.0,False,False,True,False,True,False,7.285506548522785
2414,4938.0,28,88,99,31,105,2678.0,False,False,True,False,True,False,8.504918160540624
2966,5550.0,65,37,187,9,0,2921.0,False,False,False,False,False,True,8.621733370690162
3237,2574.0,29,95,166,35,271,4298.0,False,False,True,False,False,False,7.853604813097837
1349,1765.0,80,66,147,25,0,2100.0,False,False,False,False,False,True,7.476472381163905
2609,5056.0,65,85,85,39,170,3546.0,False,False,True,False,False,False,8.528528701079983
502,1000.0,44,90,87,30,0,1391.0,False,False,False,False,False,True,6.90875477931522
4755,8083.0,28,94,185,5,17,3861.0,False,False,True,True,False,False,8.997642078523512
4569,5714.0,90,71,191,28,328,4781.0,False,False,True,False,False,False,8.65084957622891
1392,2825.0,72,78,141,7,0,2272.0,False,False,False,False,False,True,7.946617563244473
2530,2818.0,16,97,163,42,0,2818.0,False,False,False,False,False,True,7.9441374911141125
3660,2414.0,36,38,140,42,0,3363.0,True,False,False,False,False,True,7.789454566086673
2876,3749.0,48,37,0,57,133,2241.0,False,True,False,False,True,False,8.229511118964457
2433,3701.0,39,87,113,64,141,3139.0,False,False,True,False,True,False,8.216628493133443
1880,2790.0,32,83,90,63,150,2851.0,False,False,True,False,True,False,7.934155233536322
4181,2735.0,32,77,12,18,44,3045.0,False,True,False,True,False,False,7.914252278742441
1790,3094.0,56,83,162,45,0,2735.0,True,False,False,False,False,True,8.037543185118697
2140,2093.0,87,57,135,20,102,1839.0,False,True,False,False,True,False,7.646831391430482
3182,5542.0,57,95,17,2,148,3449.0,False,False,True,False,True,False,8.620291149419804
1487,2352.0,72,60,161,64,0,2251.0,True,False,False,False,False,True,7.763446388727362
1718,1613.0,18,42,51,30,47,1947.0,False,False,True,True,False,False,7.3864708488298945
1855,3415.0,32,88,69,22,182,2183.0,False,True,False,False,False,False,8.13622555490846
4765,4940.0,72,60,57,34,0,4523.0,True,False,False,False,False,True,8.50532301884575
4635,4339.0,83,62,26,35,95,3673.0,False,False,True,False,True,False,8.375629627094451
2060,3170.0,56,82,145,69,0,3404.0,True,False,False,False,False,True,8.061802274538348
1918,4061.0,83,65,56,57,127,2257.0,False,False,True,False,True,False,8.30943074214033
1454,1575.0,75,98,123,15,0,2556.0,True,False,False,False,False,True,7.362645270417825
1483,1000.0,46,63,113,39,119,2305.0,False,False,True,False,True,False,6.90875477931522
1474,1818.0,47,90,8,28,0,2542.0,True,False,False,False,False,True,7.506042178518122
4633,8971.0,10,89,191,12,340,5069.0,False,False,True,False,False,False,9.101863895640099
4472,4529.0,57,32,78,67,101,3138.0,False,True,False,False,True,False,8.41847721847708
1413,1000.0,44,35,150,10,0,1405.0,False,False,False,False,False,True,6.90875477931522
536,1400.0,80,49,58,7,0,973.0,False,False,False,False,False,True,7.244941546337007
3887,6822.0,62,33,194,43,384,4646.0,False,False,True,False,False,False,8.828054536815424
2211,1000.0,34,82,200,20,209,2306.0,False,True,False,False,False,False,6.90875477931522
3520,7271.0,51,100,21,47,161,3762.0,False,False,True,False,False,False,8.891786635857315
1295,1642.0,32,91,177,28,0,2144.0,False,False,False,False,False,True,7.404279118037268
4536,4942.0,18,67,150,18,83,3957.0,False,False,True,False,True,False,8.505727713306959
3611,3950.0,36,65,83,57,0,3911.0,True,False,False,False,False,True,8.281723990411392
1824,2954.0,84,63,179,51,72,2009.0,False,False,True,False,True,False,7.991253929840199
817,1000.0,60,35,6,37,48,1394.0,False,False,True,True,False,False,6.90875477931522
2896,2299.0,66,95,116,8,237,3922.0,False,False,True,False,False,False,7.7406644019172415
2662,1306.0,45,47,144,70,0,2402.0,False,False,False,False,False,True,7.175489713624222
3245,4994.0,43,56,130,44,251,3554.0,False,False,True,False,False,False,8.516192691082654
2091,2250.0,22,68,134,65,0,2488.0,False,False,False,False,False,True,7.719129840906732
3611,4907.0,64,80,168,50,313,3037.0,False,True,False,False,False,False,8.498621805830801
4430,3310.0,55,48,150,19,349,2907.0,False,True,False,False,False,False,8.105005537547246
2496,3874.0,61,63,36,49,0,3093.0,False,False,False,False,False,True,8.262300941787448
1812,3283.0,37,53,67,67,150,2610.0,False,False,True,False,True,False,8.096817470572319
1785,1981.0,39,54,200,46,0,1873.0,False,False,False,False,False,True,7.591861714889934
4811,8071.0,54,99,197,70,11,4250.0,False,False,True,True,False,False,8.996156562033445
2883,2819.0,47,59,105,30,120,2250.0,False,True,False,False,True,False,7.944492163932159
3739,5703.0,29,83,191,37,272,4350.0,False,False,True,False,False,False,8.648922962094131
2639,1047.0,79,54,17,70,0,2689.0,False,False,False,False,False,True,6.954638864880987
2204,3276.0,56,34,162,47,114,2590.0,False,False,True,False,True,False,8.094683648698815
862,1000.0,68,31,22,30,28,837.0,False,True,False,True,False,False,6.90875477931522
3104,6080.0,88,92,94,34,30,2758.0,False,False,True,True,False,False,8.71292443512011
2216,1883.0,88,83,134,61,0,2599.0,False,False,False,False,False,True,7.5411524551363085
4951,6053.0,23,67,188,35,323,5013.0,False,False,True,False,False,False,8.708474489581665
4786,2133.0,51,46,75,66,419,3123.0,False,True,False,False,False,False,7.665753431861699
4238,7677.0,70,60,176,13,0,4869.0,True,False,False,False,False,True,8.946114375560743
2969,4188.0,68,30,184,60,0,2336.0,False,False,False,False,False,True,8.340217320947035
1056,1000.0,17,35,195,9,0,1381.0,False,False,False,False,False,True,6.90875477931522
1325,1000.0,66,99,139,21,0,2566.0,True,False,False,False,False,True,6.90875477931522
3308,6306.0,31,65,14,41,0,3226.0,False,False,False,False,False,True,8.749415406663651
3219,4427.0,30,37,129,65,0,2744.0,False,False,False,False,False,True,8.395703293828527
4008,3796.0,37,39,121,49,0,3292.0,False,False,False,False,False,True,8.241966560231802
4241,4629.0,58,53,174,69,0,4250.0,False,False,False,False,False,True,8.440312147080279
2074,1339.0,32,92,55,12,45,2438.0,False,False,True,True,False,False,7.200424892944957
4498,5515.0,63,69,96,21,309,3501.0,False,True,False,False,False,False,8.615408238913192
2629,5024.0,32,31,13,61,0,2327.0,False,False,False,False,False,True,8.522180732927277
2903,4567.0,77,49,154,39,36,2788.0,False,False,True,True,False,False,8.426830751335846
3829,4126.0,55,62,131,72,145,2882.0,False,True,False,False,True,False,8.325306029752582
1088,2359.0,77,43,165,22,99,1479.0,False,False,True,False,True,False,7.7664168980196555
2512,2945.0,37,83,103,57,138,2836.0,False,False,True,False,True,False,7.988203597022576
2047,1514.0,59,84,129,37,0,2218.0,False,False,False,False,False,True,7.323170717943469
794,1219.0,72,66,3,41,32,980.0,False,True,False,True,False,False,7.106606137727303
2485,2686.0,19,35,151,7,82,1619.0,False,True,False,False,True,False,7.8961806086154915
3617,3671.0,46,62,136,33,0,4276.0,True,False,False,False,False,True,8.20849175174038
2190,3739.0,22,79,146,3,40,2649.0,False,True,False,True,False,False,8.226840890408578
1636,1000.0,79,99,189,39,144,2622.0,False,False,True,False,True,False,6.90875477931522
2564,5148.0,39,80,199,36,18,2516.0,False,False,True,True,False,False,8.546557800046141
4955,8822.0,89,95,168,40,208,3572.0,False,True,False,False,False,False,9.085117227222105
1507,2174.0,81,90,127,23,134,2276.0,False,False,True,False,True,False,7.684783943522785
3014,2274.0,89,57,91,66,0,2558.0,False,False,False,False,False,True,7.729735331385051
4026,4352.0,20,73,76,46,0,4038.0,False,False,False,False,False,True,8.378620541552298
1747,1000.0,10,41,199,6,125,2447.0,False,False,True,False,True,False,6.90875477931522
4402,4236.0,27,86,77,71,0,4961.0,True,False,False,False,False,True,8.351610750626559
1935,2541.0,20,55,177,56,0,2171.0,False,False,False,False,False,True,7.8407064517494
1071,1429.0,19,54,113,21,0,1391.0,False,False,False,False,False,True,7.265429723253953
2882,4034.0,57,44,73,67,0,3417.0,True,False,False,False,False,True,8.302761580704049
1745,2132.0,70,82,124,26,0,2213.0,False,False,False,False,False,True,7.665284718471351
2584,3269.0,19,94,192,25,153,3710.0,False,False,True,False,False,False,8.0925452638913
777,1735.0,69,83,75,64,0,1407.0,False,False,False,False,False,True,7.459338895220296
2387,1955.0,31,68,83,53,211,2268.0,False,True,False,False,False,False,7.578656850594762
1765,3195.0,84,80,75,50,161,1777.0,False,True,False,False,False,False,8.069655306886165
1540,2098.0,18,49,139,29,83,1154.0,False,True,False,False,True,False,7.649216319820633
1417,1143.0,24,93,166,19,39,2078.0,False,True,False,True,False,False,7.042286171939743
1385,1298.0,46,40,156,58,60,1980.0,False,False,True,False,True,False,7.1693500166706
3252,4269.0,79,81,185,14,220,2773.0,False,True,False,False,False,False,8.35936910622267
521,1049.0,53,83,66,15,40,1027.0,False,True,False,True,False,False,6.956545443151569
3691,3670.0,78,98,70,63,39,3059.0,False,False,True,True,False,False,8.208219383496834
2853,4906.0,12,36,76,1,229,3317.0,False,False,True,False,False,False,8.498418036089904
1186,2164.0,19,41,74,64,0,1393.0,True,False,False,False,False,True,7.68017564043659
784,1793.0,86,31,152,11,28,978.0,False,True,False,True,False,False,7.492203042618741
4247,1669.0,13,50,115,47,421,2762.0,False,True,False,False,False,False,7.4205789054108005
1262,1549.0,65,98,83,9,15,1595.0,False,True,False,True,False,False,7.346010209913293
2928,1308.0,49,65,48,54,0,2633.0,False,False,False,False,False,True,7.1770187659099
3007,1959.0,42,50,62,27,0,2458.0,False,False,False,False,False,True,7.580699752224563
528,1012.0,42,82,26,1,0,1202.0,False,False,False,False,False,True,6.920671504248683
1406,1050.0,69,48,197,10,110,1874.0,False,False,True,False,True,False,6.957497370876951
3604,4236.0,30,32,197,13,100,2410.0,False,True,False,False,True,False,8.351610750626559
4499,2988.0,78,89,104,29,0,4440.0,False,False,False,False,False,True,8.002694162283937
3494,3766.0,54,63,57,5,0,3261.0,False,False,False,False,False,True,8.23403420769204
3006,6519.0,66,58,121,53,0,3254.0,False,False,False,False,False,True,8.782629654920699
4109,5304.0,86,86,121,39,0,3760.0,False,False,False,False,False,True,8.576405051048084
4053,6942.0,49,69,8,52,372,4894.0,False,False,True,False,False,False,8.845489236753274
1953,2007.0,90,79,128,46,173,3095.0,False,False,True,False,False,False,7.60489448081162
3856,6963.0,73,48,75,39,10,3043.0,False,False,True,True,False,False,8.848509300888079
1015,1563.0,19,51,192,42,25,1448.0,False,False,True,True,False,False,7.355001921105257
538,1000.0,83,80,91,48,0,1663.0,True,False,False,False,False,True,6.90875477931522
3842,4081.0,75,78,151,31,56,3060.0,False,False,True,False,True,False,8.31434234336979
1386,2579.0,74,81,18,71,32,1763.0,False,False,True,True,False,False,7.855544677915663
3344,3788.0,39,51,121,25,0,3239.0,False,False,False,False,False,True,8.239857411018601
2704,4470.0,44,91,141,4,0,2664.0,False,False,False,False,False,True,8.405367376233981
1598,1317.0,62,89,141,28,94,2648.0,False,False,True,False,True,False,7.183870715062453
2323,1215.0,48,36,79,2,97,1826.0,False,True,False,False,True,False,7.103322062526113
3701,5327.0,31,82,87,26,76,3245.0,False,True,False,False,True,False,8.580731212220226
3655,6248.0,76,60,159,72,308,4550.0,False,False,True,False,False,False,8.740176729929082
3593,3509.0,79,33,5,43,107,2868.0,False,False,True,False,True,False,8.163371316459912
4030,6005.0,89,36,112,38,0,4183.0,True,False,False,False,False,True,8.700514248543275
4278,3100.0,76,32,93,21,181,2553.0,False,True,False,False,False,False,8.03947991910045
3396,5567.0,84,54,22,50,0,3646.0,False,False,False,False,False,True,8.624791202014256
3953,7901.0,26,63,18,17,241,4196.0,False,False,True,False,False,False,8.974871170971337
4011,7644.0,28,62,129,30,0,3811.0,False,False,False,False,False,True,8.941807118363164
1488,1121.0,69,67,168,43,0,1816.0,False,False,False,False,False,True,7.022868086082641
4616,4440.0,81,33,180,38,35,2975.0,False,False,True,True,False,False,8.398634855292102
4526,8062.0,87,77,154,59,0,4611.0,False,False,False,False,False,True,8.995040974685022
4679,6793.0,60,90,107,59,0,4523.0,False,False,False,False,False,True,8.82379514872053
2182,2742.0,57,94,135,44,204,3261.0,False,False,True,False,False,False,7.916807490937603
4463,8656.0,66,100,104,31,169,3980.0,False,True,False,False,False,False,9.066123521215774
1433,1646.0,19,90,42,37,73,1989.0,False,True,False,False,True,False,7.4067107301776405
4098,4801.0,41,30,32,47,52,2713.0,False,False,True,False,True,False,8.4767877767812
3733,2104.0,88,35,170,71,121,2697.0,False,True,False,False,True,False,7.652070746116482
2480,1758.0,77,50,118,71,244,2889.0,False,False,True,False,False,False,7.472500744737558
2355,1358.0,37,96,157,35,211,2017.0,False,True,False,False,False,False,7.214504414151143
3556,6904.0,13,57,33,26,327,4318.0,False,False,True,False,False,False,8.840001065843392
1292,1057.0,70,95,77,56,122,2398.0,False,False,True,False,True,False,6.964135612418245
1291,2344.0,86,56,99,43,0,1585.0,False,False,False,False,False,True,7.76004068088038
2309,3911.0,21,61,19,19,0,2536.0,False,False,False,False,False,True,8.271804031154709
2755,3836.0,24,41,61,22,0,2986.0,True,False,False,False,False,True,8.252446090246952
4110,5153.0,38,94,1,57,404,4937.0,False,False,True,False,False,False,8.54752839121231
2107,1894.0,22,75,87,65,127,2647.0,False,False,True,False,True,False,7.546974117516527
1484,2864.0,47,69,117,34,0,1647.0,False,False,False,False,False,True,7.9603236291488395
4176,3508.0,67,38,67,50,0,3546.0,False,False,False,False,False,True,8.163086375583216
3880,3030.0,44,91,78,32,146,3540.0,False,False,True,False,True,False,8.016647877057803
1019,1062.0,49,45,82,53,0,1418.0,False,False,False,False,False,True,6.968850378341948
1090,1121.0,85,97,146,51,57,1932.0,False,True,False,False,True,False,7.022868086082641
1550,1208.0,14,69,111,20,143,1261.0,False,True,False,False,True,False,7.097548850614793
4133,5892.0,11,64,34,58,0,4275.0,True,False,False,False,False,True,8.681520484837913
4944,4573.0,39,89,147,45,250,4905.0,False,False,True,False,False,False,8.428143374582726
1459,2686.0,19,99,102,50,63,2212.0,False,True,False,False,True,False,7.8961806086154915
1192,1000.0,82,32,40,8,71,1306.0,False,False,True,False,True,False,6.90875477931522
4399,3532.0,90,82,121,21,0,4003.0,False,False,False,False,False,True,8.169902647359145
4973,6607.0,47,88,156,18,0,4543.0,False,False,False,False,False,True,8.796036315200814
3446,5931.0,68,65,142,15,0,4206.0,True,False,False,False,False,True,8.688116703257823
1026,2106.0,44,95,31,10,63,1867.0,False,True,False,False,True,False,7.653020413804189
3724,6749.0,80,66,140,63,0,4049.0,True,False,False,False,False,True,8.817297783866575
2753,2848.0,21,73,134,20,244,2394.0,False,True,False,False,False,False,7.954723334497908
3844,5739.0,51,93,121,62,0,5400.0,True,False,False,False,False,True,8.655214489313613
4465,6547.0,58,80,53,52,65,3311.0,False,True,False,False,True,False,8.786914938491025
2375,3349.0,76,35,15,30,0,2133.0,False,False,False,False,False,True,8.116715624819111
2263,3064.0,42,98,9,3,91,2681.0,False,False,True,False,True,False,8.027802848370312
1020,1531.0,22,50,183,1,96,1556.0,False,False,True,False,True,False,7.3343293503005365
1516,1709.0,84,86,193,10,140,2655.0,False,False,True,False,True,False,7.444248649496705
616,1000.0,29,57,165,49,0,1563.0,False,False,False,False,False,True,6.90875477931522
2933,3549.0,42,53,52,65,0,2534.0,False,False,False,False,False,True,8.174702882469461
1083,1215.0,43,92,81,33,0,1615.0,False,False,False,False,False,True,7.103322062526113
894,1110.0,59,51,33,35,0,1812.0,True,False,False,False,False,True,7.01301578963963
4288,2710.0,59,63,84,37,0,4688.0,True,False,False,False,False,True,7.905072849498666
3268,6124.0,18,66,84,51,264,4134.0,False,False,True,False,False,False,8.720134035412928
4667,2381.0,16,70,128,54,70,3798.0,False,False,True,False,True,False,7.775695749915245
4360,3620.0,18,72,58,63,0,4109.0,False,False,False,False,False,True,8.19450550976564
773,1561.0,35,51,98,46,24,1297.0,False,False,True,True,False,False,7.3537223303996315
2513,2854.0,11,44,24,46,238,1867.0,False,True,False,False,False,False,7.956827122090111
4933,3616.0,14,50,159,50,0,4254.0,False,False,False,False,False,True,8.193400231952097
1889,1917.0,75,81,30,7,0,2163.0,False,False,False,False,False,True,7.559038255443384
4066,2955.0,19,33,73,61,268,2569.0,False,True,False,False,False,False,7.991592282068092
665,1000.0,40,76,124,12,24,1282.0,False,True,False,True,False,False,6.90875477931522
2067,1291.0,42,47,2,38,204,2683.0,False,False,True,False,False,False,7.163946684342547
1228,1101.0,15,100,85,39,38,1401.0,False,True,False,True,False,False,7.004881989712859
2543,3579.0,23,64,101,21,0,2628.0,False,False,False,False,False,True,8.183118079394745
4697,6394.0,87,36,193,23,296,4568.0,False,False,True,False,False,False,8.763271714012943
3996,6401.0,24,70,120,44,208,4488.0,False,False,True,False,False,False,8.764365720529808
1278,1000.0,90,39,168,44,0,1359.0,False,False,False,False,False,True,6.90875477931522
713,1000.0,52,91,103,21,16,1457.0,False,False,True,True,False,False,6.90875477931522
4262,7933.0,88,94,61,61,64,3837.0,False,False,True,False,True,False,8.978912601074276
2076,2462.0,29,41,180,24,0,2360.0,False,False,False,False,False,True,7.809135398120538
2948,5021.0,30,57,87,31,101,2132.0,False,True,False,False,True,False,8.52158353971753
3436,3895.0,73,87,120,5,237,3808.0,False,False,True,False,False,False,8.267705664762426
3617,5767.0,38,85,32,65,119,3479.0,False,False,True,False,True,False,8.660080678964786
1091,1636.0,68,47,90,37,34,1151.0,False,True,False,True,False,False,7.400620577371135
3220,2813.0,82,94,140,32,59,2739.0,False,False,True,False,True,False,7.942362237674335
1213,1789.0,73,86,38,66,0,2721.0,True,False,False,False,False,True,7.489970898834801
1435,1483.0,53,79,28,34,0,1981.0,False,False,False,False,False,True,7.302496423727326
4837,4527.0,43,74,104,29,47,3804.0,False,False,True,True,False,False,8.41803561988302
501,1561.0,56,91,24,5,30,1775.0,False,False,True,True,False,False,7.3537223303996315
3348,2521.0,18,94,18,30,189,3667.0,False,False,True,False,False,False,7.8328075165248645
4544,1936.0,69,84,192,45,349,5242.0,False,False,True,False,False,False,7.5688956634069955
2449,3716.0,39,67,98,18,211,3298.0,False,False,True,False,False,False,8.220672170297252
1417,1408.0,26,33,15,37,0,1756.0,False,False,False,False,False,True,7.25063551189868
3674,7161.0,61,44,71,11,207,3805.0,False,False,True,False,False,False,8.876544550558378
2741,3138.0,68,50,198,4,0,2513.0,False,False,False,False,False,True,8.051659556841953
589,1000.0,13,50,84,46,0,1168.0,False,False,False,False,False,True,6.90875477931522
2209,3370.0,49,80,187,3,85,2419.0,False,False,True,False,True,False,8.12296471523406
2669,2490.0,16,64,184,53,218,3278.0,False,False,True,False,False,False,7.820439515262181
4738,4465.0,47,33,172,24,182,3917.0,False,False,True,False,False,False,8.404248432400102
3541,4633.0,41,61,179,8,234,3809.0,False,False,True,False,False,False,8.441175704992322
605,1000.0,78,41,5,6,45,520.0,False,True,False,True,False,False,6.90875477931522
1386,1252.0,76,83,187,18,121,1790.0,False,False,True,False,True,False,7.133295954896068
927,1000.0,65,59,36,6,28,1128.0,False,True,False,True,False,False,6.90875477931522
2395,4527.0,29,38,53,39,0,2432.0,False,False,False,False,False,True,8.41803561988302
816,1814.0,73,48,3,1,0,1145.0,False,False,False,False,False,True,7.503840746698951
1134,1235.0,26,59,174,15,0,1918.0,False,False,False,False,False,True,7.119635638017636
